KEY , GAPS , MATCHES , ALL , OVERLAP_TYPE 
seq10_58-seq5_82,0.026337637,0.132236591,0.06370542,Bad Overlap
seq10_61-seq7_87,0.085914303,0.397758816,0,Bad Overlap
seq10_63-seq10_74,0.059433402,0.378844193,0.248786582,Good Overlap
seq10_65-seq9_93,0.030911089,0.140867305,0.063825363,Bad Overlap
seq10_69-seq7_84,0.089290301,0,0,Bad Overlap
seq10_71-seq6_81,0.083781294,0.390692893,0,Bad Overlap
seq10_71-seq8_16,0.079643631,0.34699064,0.163944636,Bad Overlap
seq10_72-seq4_18,0.036318317,0.190614896,0.096227241,Bad Overlap
seq10_72-seq7_56,0.085650067,0.381573874,0.175630078,Bad Overlap
seq10_73-seq1_21,0.029426103,0.160757785,0.082709839,Bad Overlap
seq10_75-seq2_74,0.060618984,0.336677776,0.16854702,Bad Overlap
seq10_77-seq6_12,0.023986863,0.110756133,0.050728148,Bad Overlap
seq10_79-seq9_66,0.042320581,0.1957905,0.089975985,Bad Overlap
seq10_79-seq6_14,0.04611571,0.217320479,0.104137814,Bad Overlap
seq10_81-seq8_82,0.084655411,0,0,Bad Overlap
seq10_81-seq6_74,0.049790306,0.237635063,0,Bad Overlap
seq10_81-seq5_93,0.091107759,0.404506826,0.193263803,Bad Overlap
seq10_81-seq7_38,0.023443565,0.113372893,0.052963612,Bad Overlap
seq10_83-seq9_99,0.084748842,0,0,Bad Overlap
seq10_85-seq7_24,0.067083477,0.341684868,0.159745507,Bad Overlap
seq10_86-seq6_68,0.085775809,0.408853864,0.195031963,Bad Overlap
seq10_86-seq7_31,0.020219153,0.086687543,0.039049429,Bad Overlap
seq10_87-seq7_82,0.084566951,0.396475219,0,Bad Overlap
seq10_90-seq8_88,0.021079838,0.093933555,0.041966738,Bad Overlap
seq10_91-seq1_22,0.014624289,0.079630922,0.040819572,Bad Overlap
seq10_92-seq4_53,0.021545872,0.09859252,0.047834985,Bad Overlap
seq10_92-seq1_54,0.010513773,0.058452916,0.02993228,Bad Overlap
seq10_93-seq7_62,0.054244065,0.261075916,0,Bad Overlap
seq10_94-seq3_87,0.073372258,0,0,Bad Overlap
seq10_94-seq2_79,0.025460194,0.11978846,0.061095796,Bad Overlap
seq10_94-seq9_94,0.016342928,0.076120525,0,Bad Overlap
seq10_94-seq2_26,0.008632071,0.043516323,0.022578963,Bad Overlap
seq10_95-seq4_64,0.079860225,0.371560813,0,Bad Overlap
seq10_95-seq6_41,0.055907246,0.263266239,0.12160134,Bad Overlap
seq10_95-seq6_32,0.083327228,0.383419609,0.178030435,Bad Overlap
seq10_96-seq1_64,0.029806877,0.153540251,0,Bad Overlap
seq10_96-seq7_39,0.05204109,0.243852884,0,Bad Overlap
seq10_96-seq5_14,0.009894115,0.04706471,0.022649135,Bad Overlap
seq6_5-seq7_90,0.011319013,0.059449273,0.02890974,Bad Overlap
seq6_5-seq9_78,0.01750575,0.085306628,0.041981004,Bad Overlap
seq6_17-seq8_85,0.02448274,0.121262027,0.061526634,Bad Overlap
seq6_24-seq7_46,0.073083069,0.416336594,0.206277609,Bad Overlap
seq6_28-seq7_60,0.019648492,0.091189101,0.045993429,Bad Overlap
seq6_29-seq6_8,0.009699292,0.060983574,0.037078479,Good Overlap
seq6_32-seq6_41,0.008403069,0.055226643,0.036858732,Good Overlap
seq6_34-seq8_28,0.016007918,0.077678882,0.03879158,Bad Overlap
seq6_35-seq7_17,0.082690262,0.425791335,0.210957343,Bad Overlap
seq6_38-seq7_85,0.026617704,0.132381166,0.064811651,Bad Overlap
seq6_41-seq6_62,0.042624266,0.295418573,0.199248167,Good Overlap
seq6_43-seq9_53,0.078994428,0.419108594,0.203961988,Bad Overlap
seq6_45-seq9_85,0.01559186,0.069985613,0.033255842,Bad Overlap
seq6_46-seq6_52,0.085225129,0.61421123,0.403744584,Good Overlap
seq6_50-seq6_91,0.004975867,0.034464347,0.022101236,Good Overlap
seq6_53-seq6_75,0.012503301,0.086442987,0.057309958,Good Overlap
seq6_55-seq7_94,0.012685253,0.060848095,0.03008249,Bad Overlap
seq6_57-seq8_42,0.027988489,0.133204732,0.065574857,Bad Overlap
seq6_59-seq8_92,0.081793272,0.422575734,0.209242134,Bad Overlap
seq6_65-seq9_36,0.023198457,0.113784386,0.054863956,Bad Overlap
seq6_67-seq7_85,0.030761741,0.166319708,0.083554541,Bad Overlap
seq6_72-seq9_96,0.083750961,0.406431772,0,Bad Overlap
seq6_73-seq7_41,0.026531084,0.129771619,0.062736555,Bad Overlap
seq6_74-seq8_82,0.076008557,0.377227133,0,Bad Overlap
seq6_74-seq7_38,0.044899702,0.241872674,0.12230576,Bad Overlap
seq6_76-seq9_74,0.084508383,0.44816825,0.224619343,Bad Overlap
seq6_78-seq7_51,0.031375023,0.156515137,0.078263947,Bad Overlap
seq6_81-seq8_16,0.054820283,0.272215207,0.133637213,Bad Overlap
seq6_81-seq7_15,0.088246024,0.424242525,0.210129656,Bad Overlap
seq6_84-seq7_91,0.027882331,0.134473263,0,Bad Overlap
seq6_84-seq9_98,0.022225287,0.107746373,0.052743649,Bad Overlap
seq6_84-seq9_57,0.083676612,0.419760067,0.204569564,Bad Overlap
seq6_85-seq8_69,0.08725576,0.437296358,0,Bad Overlap
seq6_85-seq7_50,0.087398318,0.435370151,0.214561843,Bad Overlap
seq6_86-seq9_92,0.02409558,0.123938887,0.059831734,Bad Overlap
seq6_86-seq7_57,0.018280299,0.085647852,0.041846456,Bad Overlap
seq6_87-seq8_58,0.047225857,0.222798222,0.109191615,Bad Overlap
seq6_89-seq8_34,0.071729384,0.360373268,0.178673932,Bad Overlap
seq6_90-seq7_67,0.092033961,0.442680586,0,Bad Overlap
seq6_90-seq7_87,0.014903846,0.081355045,0.041968489,Bad Overlap
seq6_91-seq8_24,0.034742689,0.165446015,0.080915624,Bad Overlap
seq6_92-seq7_83,0.083754691,0,0,Bad Overlap
seq2_6-seq5_98,0.012174812,0.058203899,0.033228878,Bad Overlap
seq2_8-seq9_97,0.023990204,0.123261119,0.061916601,Bad Overlap
seq2_10-seq8_52,0.04770657,0.244501349,0.130709924,Bad Overlap
seq2_11-seq4_12,0.040156025,0.207638378,0.11802404,Bad Overlap
seq2_12-seq9_89,0.017340063,0.089138011,0.045434179,Bad Overlap
seq2_13-seq6_85,0.02603341,0.145977027,0.082171797,Bad Overlap
seq2_13-seq8_69,0.093144355,0.475034995,0.25504371,Bad Overlap
seq2_16-seq5_85,0.042078943,0.232449856,0.128281442,Bad Overlap
seq2_17-seq9_95,0.070108859,0.338941812,0.173069206,Bad Overlap
seq2_19-seq2_93,0.014876665,0.098761767,0.06637153,Good Overlap
seq2_19-seq4_75,0.088924087,0.519536897,0.307880271,Bad Overlap
seq2_20-seq2_91,0.09671399,0.611996442,0.403515755,Good Overlap
seq2_21-seq5_96,0.023274965,0.128461348,0.071733409,Bad Overlap
seq2_26-seq9_94,0.014142393,0.066625016,0.033862884,Bad Overlap
seq2_28-seq8_93,0.009423692,0.044770409,0.023145517,Bad Overlap
seq2_32-seq5_92,0.02611774,0.14166112,0.082148892,Bad Overlap
seq2_34-seq3_93,0.034406886,0.205825509,0.122351085,Bad Overlap
seq2_34-seq3_70,0.087286667,0.563159735,0.341662333,Bad Overlap
seq2_36-seq2_76,0.0665396,0.438129218,0.282224285,Good Overlap
seq2_37-seq8_80,0.044501047,0.224570331,0.11890104,Bad Overlap
seq2_38-seq4_85,0.04190713,0.242835371,0.134676721,Bad Overlap
seq2_38-seq7_90,0.049176472,0.256814367,0.13187599,Bad Overlap
seq2_38-seq9_31,0.094921749,0.467107089,0.252797615,Bad Overlap
seq2_40-seq2_56,0.015974334,0.11186585,0.068734324,Good Overlap
seq2_41-seq2_72,0.092418646,0.620771804,0.413393291,Good Overlap
seq2_42-seq7_43,0.057024716,0.343455967,0.185734496,Bad Overlap
seq2_43-seq2_65,0.061910534,0.370845793,0.243070668,Good Overlap
seq2_43-seq5_73,0.013313133,0.076719501,0.041703356,Bad Overlap
seq2_44-seq3_29,0.086932568,0.52796124,0.305687273,Bad Overlap
seq2_44-seq3_39,0.005652142,0.030273748,0.017530849,Bad Overlap
seq2_45-seq2_78,0.089140585,0.609529332,0.398178507,Good Overlap
seq2_45-seq5_51,0.075557937,0.437292155,0.244351048,Bad Overlap
seq2_45-seq2_93,0.095429037,0.596797789,0.389977041,Good Overlap
seq2_46-seq5_9,0.023465442,0.129365468,0.070805667,Bad Overlap
seq2_46-seq3_36,0.012522614,0.086762313,0.06073815,Bad Overlap
seq2_50-seq8_52,0.018044064,0.090412979,0.049040994,Bad Overlap
seq2_52-seq3_85,0.016600094,0.100741547,0.058423449,Bad Overlap
seq2_52-seq6_77,0.024158257,0.129237415,0.070304081,Bad Overlap
seq2_53-seq9_18,0.090291273,0.441528483,0.223940103,Bad Overlap
seq2_55-seq5_60,0.088254042,0.510772257,0.288176489,Bad Overlap
