KEY , ALPHA1 , ALPHA2 , GAPS , MATCHES , ALL , OVERLAP_TYPE ,R1L,R1S,R1E,R2L,R2S,R2E
seq2_78-seq2_93,0.997724535,0.997725448,0.089665993,0.617111718,0.408153638,Good Overlap,13788,6320,13774,30071,3,7460
seq5_69-seq5_75,0.997826516,0.997855332,0.091432001,0.605600204,0.395316035,Good Overlap,13289,8228,13278,15172,0,5118
seq1_17-seq6_87,0.997867804,0.997852029,0.089430103,0.494870783,0.273256866,Bad Overlap,5532,1313,5525,7351,2,4183
seq1_19-seq1_70,0.99786894,0.997861534,0.095784272,0.597427112,0.386048053,Good Overlap,4809,1057,4803,10278,2,3735
seq4_55-seq6_65,0.997893751,0.99790454,0.08825028,0.467711748,0.246439745,Bad Overlap,4300,28,4292,10567,1,4287
seq7_91-seq9_98,0.997939914,0.997947753,0.088349621,0,0,Bad Overlap,27180,3889,27141,40412,9,23350
seq6_72-seq9_96,0.997996243,0.998006231,0.083750961,0.406431772,0,Bad Overlap,8224,248,8217,22667,9,8018
seq3_79-seq6_82,0.998007968,0.998041958,0.083483736,0.476070295,0.251659417,Bad Overlap,13053,9539,13046,8890,0,3568
seq10_81-seq8_82,0.998021464,0.998025962,0.084655411,0,0,Bad Overlap,19575,2907,19553,18544,11,16695
seq3_28-seq5_44,0.998086735,0.998064516,0.090124486,0.506767235,0.283256162,Bad Overlap,3979,843,3973,6245,0,3094
seq1_52-seq4_88,0.998170509,0.998156342,0.090724868,0.528514202,0.306641578,Bad Overlap,13156,4958,13142,12478,1,8122
seq5_100-seq7_94,0.998186963,0.998205644,0.08805391,0,0,Bad Overlap,46470,10109,46446,38487,42,36758
origSeq_41-seq6_24,0.998211891,0.998237497,0.09258017,0.517223552,0.29456792,Bad Overlap,7392,2919,7385,5090,1,4532
seq5_67-seq7_63,0.998269041,0.998251312,0.094800489,0.43947515,0.220356459,Bad Overlap,4950,906,4943,11823,0,3996
origSeq_58-seq7_60,0.99831107,0.998312883,0.087565542,0.489320107,0.268176232,Bad Overlap,9562,3052,9554,10899,3,6512
seq4_78-seq7_35,0.998433011,0.998454803,0.093925557,0.460714362,0.241730738,Bad Overlap,10968,7139,10962,8673,0,3877
seq2_55-seq5_60,0.998484222,0.998502586,0.088254042,0.510772257,0.288176489,Bad Overlap,8995,1742,8988,11413,4,7339
origSeq_61-seq6_88,0.998530852,0.998521621,0.088180525,0.511634582,0.288399044,Bad Overlap,8260,93,8249,10150,1,8106
seq6_46-seq6_52,0.998649561,0.998652836,0.085225129,0.61421123,0.403744584,Good Overlap,12314,4914,12309,8003,5,7418
seq10_69-seq7_84,0.998661611,0.998670704,0.089290301,0,0,Bad Overlap,14423,986,14417,16056,12,13535
seq1_43-seq7_35,0.998700334,0.998707295,0.093949562,0.498501308,0.276149115,Bad Overlap,7884,2498,7877,8673,0,5408
seq2_44-seq3_29,0.998777506,0.998783948,0.086932568,0.52796124,0.305687273,Bad Overlap,8615,3708,8610,7831,1,4929
seq1_86-seq7_85,0.998798696,0.998802532,0.091583038,0,0,Bad Overlap,17863,383,17843,22128,1,17517
seq2_45-seq2_78,0.998816724,0.998819362,0.089140585,0.609529332,0.398178507,Good Overlap,8083,478,8075,13788,1,7615
seq1_36-seq3_73,0.998896004,0.998903028,0.09127054,0.543107898,0.32305732,Bad Overlap,7541,3012,7536,12570,0,4553
seq4_97-seq5_99,0.999086758,0.999093484,0.09663482,0.476634326,0,Bad Overlap,20041,11282,20034,37031,1,8818
seq6_85-seq7_50,0.999120338,0.999126027,0.087398318,0.435370151,0.214561843,Bad Overlap,18817,13134,18813,7697,1,5717
seq2_97-seq2_98,0.999331235,0.999329389,0.09302316,0,0,Good Overlap,29541,4127,29530,42170,6,25339
seq3_50-seq7_80,0.999421296,0.999421296,0.08414262,0.480401233,0.257930076,Bad Overlap,5860,678,5859,13064,2,5183
seq3_41-seq8_35,0.999508358,0.999501992,0.082932316,0.473073918,0.248019416,Bad Overlap,6088,4055,6088,7060,1,2008
seq3_54-seq3_89,0.999511528,0.999514233,0.089447785,0.598112721,0.384724116,Good Overlap,11360,1125,11356,12909,1,10289
seq2_95-seq4_98,0.99964817,0.999648647,0.090209299,0,0,Bad Overlap,30676,10782,30671,23609,2,19918
