KEY , GAPS , MATCHES , ALL , OVERLAP_TYPE 
seq10_65-seq9_93,0.027899404,0.139581545,0.062759981,Bad Overlap
seq10_69-seq7_84,0.079118136,0,0,Bad Overlap
seq10_71-seq6_81,0.074262337,0.386475401,0,Bad Overlap
seq10_71-seq8_16,0.070732647,0.343499336,0.160917514,Bad Overlap
seq10_72-seq4_18,0.032549058,0.188977783,0.094700573,Bad Overlap
seq10_72-seq7_56,0.076563331,0.377551958,0.172262049,Bad Overlap
seq10_73-seq1_21,0.02563926,0.158613564,0.080710439,Bad Overlap
seq10_75-seq2_74,0.054330599,0.333855335,0.165932239,Bad Overlap
seq10_77-seq6_12,0.021616114,0.109703456,0.049848406,Bad Overlap
seq10_79-seq9_66,0.038256334,0.1940248,0.088492359,Bad Overlap
seq10_79-seq6_14,0.039759127,0.214535717,0.101695685,Bad Overlap
seq10_81-seq8_82,0.075247654,0,0,Bad Overlap
seq10_81-seq6_74,0.044641626,0.235415384,0,Bad Overlap
seq10_81-seq5_93,0.081754565,0.400721827,0.189948956,Bad Overlap
seq10_81-seq7_38,0.020654866,0.112101395,0.051877885,Bad Overlap
seq10_83-seq9_99,0.075816188,0,0,Bad Overlap
seq10_85-seq7_24,0.060999765,0.338955182,0.157399659,Bad Overlap
seq10_86-seq6_68,0.076289504,0.404601964,0.191323868,Bad Overlap
seq10_86-seq7_31,0.017785615,0.085775781,0.038293955,Bad Overlap
seq10_87-seq7_82,0.075678485,0.392711501,0,Bad Overlap
seq10_90-seq8_88,0.018710772,0.09300918,0.041207219,Bad Overlap
seq10_91-seq1_22,0.013425841,0.079063121,0.040284028,Bad Overlap
seq10_92-seq4_53,0.019281072,0.097650159,0.046996724,Bad Overlap
seq10_92-seq1_54,0.009492125,0.057980558,0.029485635,Bad Overlap
seq10_93-seq7_62,0.049038045,0.258873372,0,Bad Overlap
seq10_94-seq3_87,0.064766684,0,0,Bad Overlap
seq10_94-seq2_79,0.022815479,0.118713259,0.060086198,Bad Overlap
seq10_94-seq9_94,0.014452741,0.07531097,0,Bad Overlap
seq10_94-seq2_26,0.007673729,0.043074509,0.022158868,Bad Overlap
seq10_95-seq4_64,0.071429337,0.367900197,0,Bad Overlap
seq10_95-seq6_41,0.050391101,0.2608747,0.119578207,Bad Overlap
seq10_95-seq6_32,0.07604881,0.380400958,0.175458848,Bad Overlap
seq10_96-seq1_64,0.026530499,0.152060544,0,Bad Overlap
seq10_96-seq7_39,0.046108664,0.241284187,0,Bad Overlap
seq10_96-seq5_14,0.008738892,0.046561988,0.022205801,Bad Overlap
seq6_5-seq7_90,0.010184438,0.05895152,0.028462929,Bad Overlap
seq6_5-seq9_78,0.015996035,0.084645241,0.041383712,Bad Overlap
seq6_17-seq8_85,0.021142613,0.119879547,0.060231795,Bad Overlap
seq6_24-seq7_46,0.066272145,0.412958835,0.203198429,Bad Overlap
seq6_28-seq7_60,0.017205734,0.090141337,0.04502583,Bad Overlap
seq6_29-seq6_8,0.008764909,0.060488868,0.036523603,Good Overlap
seq6_32-seq6_41,0.007434112,0.054774867,0.036295605,Good Overlap
seq6_34-seq8_28,0.014392134,0.076941217,0.03811814,Bad Overlap
seq6_35-seq7_17,0.075706244,0.422324746,0.207824194,Bad Overlap
seq6_38-seq7_85,0.02421045,0.131317875,0.063855393,Bad Overlap
seq6_41-seq6_62,0.03774121,0.292791779,0.195959823,Good Overlap
seq6_43-seq9_53,0.069653411,0.41440787,0.199782741,Bad Overlap
seq6_45-seq9_85,0.013939355,0.069356704,0.032704833,Bad Overlap
seq6_46-seq6_52,0.077087429,0.609700851,0.398238106,Good Overlap
seq6_50-seq6_91,0.004528907,0.034214282,0.021804472,Good Overlap
